id	file	result	measured
p304	shiitakevm.png	drop	flat graphic n95=8 white=0.88 soft=0.079 strong=0.107
p304	shiitakevmctlbrdback.png	drop	flat graphic n95=53 white=0.00 soft=0.048 strong=0.133
p304	shiitakevmctlbrdtop.png	keep	n95=63 white=0.00 soft=0.039 strong=0.161
p305	render/IPS2_usb_c_front_render_wide_psd.jpg	keep	n95=92 white=0.30 soft=0.092 strong=0.117
p305	render/IPS2_usb_c_perspective_render_wide.png	keep	n95=68 white=0.03 soft=0.068 strong=0.084
p306	hardware/pink-0.jpg	keep	n95=250 white=0.01 soft=0.089 strong=0.050
p309	doc/grow.png	keep	n95=346 white=0.00 soft=0.158 strong=0.088
p310	BB8.jpg	keep	n95=176 white=0.00 soft=0.221 strong=0.053
p313	Images/208_Timbre_Workshop.png	keep	n95=103 white=0.00 soft=0.034 strong=0.051
p314	images/sequencer-back.png	drop	flat graphic n95=50 white=0.69 soft=0.133 strong=0.130
p314	images/sequencer-front.png	drop	flat graphic n95=77 white=0.41 soft=0.146 strong=0.284
p314	images/sequencer.jpg	keep	n95=39 white=0.15 soft=0.024 strong=0.076
p315	images/01.jpg	keep	n95=1 white=0.96 soft=0.004 strong=0.022
p315	images/02.jpg	keep	n95=22 white=0.89 soft=0.017 strong=0.038
p315	images/03.jpg	keep	n95=7 white=0.88 soft=0.013 strong=0.027
p315	images/04.jpg	keep	n95=32 white=0.77 soft=0.026 strong=0.041
p315	images/05.jpg	keep	n95=34 white=0.79 soft=0.032 strong=0.040
p315	images/06.jpg	keep	n95=34 white=0.74 soft=0.029 strong=0.048
p315	images/parts.jpg	keep	n95=66 white=0.78 soft=0.037 strong=0.054
p325	Powerline-USB-C/3D-Powerline-USB-C.png	drop	flat graphic n95=31 white=0.02 soft=0.030 strong=0.052
p327	photos/front-detail.jpg	keep	n95=50 white=0.00 soft=0.100 strong=0.028
p327	photos/front.jpg	keep	n95=45 white=0.00 soft=0.118 strong=0.033
p327	photos/prototype-board-angle.jpg	keep	n95=116 white=0.00 soft=0.052 strong=0.031
p327	photos/prototype-board-detail.jpg	keep	n95=62 white=0.00 soft=0.057 strong=0.042
p327	photos/prototype-board.jpg	keep	n95=55 white=0.00 soft=0.099 strong=0.036
p328	photos/breadboarding/breadboard-1.jpg	keep	n95=250 white=0.03 soft=0.178 strong=0.148
p328	photos/breadboarding/breadboard-2.jpg	keep	n95=308 white=0.03 soft=0.169 strong=0.156
p328	photos/front-angle.jpg	keep	n95=40 white=0.00 soft=0.129 strong=0.027
p328	photos/front.jpg	keep	n95=80 white=0.00 soft=0.059 strong=0.019
p328	photos/prototype-board-back.jpg	keep	n95=62 white=0.00 soft=0.150 strong=0.039
p328	photos/prototype-board.jpg	keep	n95=62 white=0.00 soft=0.088 strong=0.035
p336	1 2 3/back.jpg	keep	n95=199 white=0.58 soft=0.069 strong=0.074
p336	1 2 3/module.jpg	keep	n95=140 white=0.05 soft=0.096 strong=0.147
p337	I M smart/module.jpg	keep	n95=233 white=0.06 soft=0.101 strong=0.128
p339	lets play together/back.jpg	keep	n95=148 white=0.60 soft=0.060 strong=0.068
p339	lets play together/module.jpg	keep	n95=173 white=0.00 soft=0.090 strong=0.078
p340	Drum-H/Sources/Back.png	keep	n95=76 white=0.00 soft=0.126 strong=0.156
p340	Drum-H/Sources/Front.png	keep	n95=245 white=0.02 soft=0.113 strong=0.189
p341	Drum-K_MKII/Front_Panel.jpg	keep	n95=90 white=0.00 soft=0.085 strong=0.052
p341	Drum-K_MKII/Main_PCB.jpg	keep	n95=155 white=0.01 soft=0.121 strong=0.099
p341	Drum-K_MKII/Sandwitch.jpg	keep	n95=105 white=0.01 soft=0.105 strong=0.041
p342	Drum-S/Sources/PCB_View_back.jpg	keep	n95=89 white=0.00 soft=0.083 strong=0.154
p342	Drum-S/Sources/PCB_View_front.jpg	keep	n95=143 white=0.02 soft=0.077 strong=0.157
p348	Pictures/front.jpg	keep	n95=56 white=0.00 soft=0.167 strong=0.066
p349	the_right_dso150_kit.jpg	keep	n95=221 white=0.20 soft=0.094 strong=0.184
p350	Expander/Expander.png	keep	n95=600 white=0.01 soft=0.130 strong=0.128
p350	Expander/ST-LINK-Connect.png	keep	n95=378 white=0.04 soft=0.106 strong=0.092
p350	Expander/STM32-Connect.png	drop	flat graphic n95=8 white=0.85 soft=0.030 strong=0.149
p354	Collateral/images/Turing2_800.jpg	keep	n95=94 white=0.50 soft=0.081 strong=0.152
p354	Collateral/images/alps-alpha-switches.jpg	keep	n95=96 white=0.17 soft=0.091 strong=0.050
p356	hardware/hardware-MK2/pictures/i2c2midi_MK2_build_01.JPG	keep	n95=43 white=0.00 soft=0.244 strong=0.113
p356	hardware/hardware-MK2/pictures/i2c2midi_MK2_build_02.JPG	keep	n95=44 white=0.00 soft=0.211 strong=0.137
p356	hardware/hardware-MK2/pictures/i2c2midi_MK2_build_03.JPG	keep	n95=47 white=0.00 soft=0.181 strong=0.176
p356	hardware/hardware-MK2/pictures/i2c2midi_MK2_build_04.JPG	keep	n95=88 white=0.01 soft=0.111 strong=0.101
p356	hardware/hardware-MK2/pictures/i2c2midi_MK2_build_05.JPG	keep	n95=46 white=0.02 soft=0.022 strong=0.018
p356	hardware/hardware-MK2/pictures/i2c2midi_MK2_build_06.JPG	keep	n95=51 white=0.00 soft=0.180 strong=0.209
p356	hardware/hardware-MK2/pictures/i2c2midi_MK2_build_07.JPG	keep	n95=48 white=0.01 soft=0.223 strong=0.192
p356	hardware/hardware-MK2/pictures/i2c2midi_MK2_build_08.JPG	keep	n95=101 white=0.01 soft=0.171 strong=0.089
p356	hardware/hardware-MK2/pictures/i2c2midi_MK2_build_10.JPG	keep	n95=58 white=0.00 soft=0.206 strong=0.121
p356	hardware/hardware-MK2/pictures/i2c2midi_MK2_build_11.JPG	keep	n95=92 white=0.04 soft=0.194 strong=0.153
p356	hardware/hardware-MK2/pictures/i2c2midi_MK2_build_12.JPG	keep	n95=101 white=0.04 soft=0.183 strong=0.115
p356	hardware/hardware-MK2/pictures/i2c2midi_MK2_build_13.JPG	keep	n95=26 white=0.00 soft=0.166 strong=0.263
p356	hardware/hardware-MK2/pictures/i2c2midi_MK2_build_14.JPG	keep	n95=49 white=0.00 soft=0.164 strong=0.117
p356	hardware/hardware-MK2/pictures/i2c2midi_MK2_build_15.JPG	keep	n95=45 white=0.01 soft=0.150 strong=0.322
p356	hardware/hardware-MK2/pictures/i2c2midi_MK2_build_15b.jpg	keep	n95=119 white=0.00 soft=0.138 strong=0.213
p356	hardware/hardware-MK2/pictures/i2c2midi_MK2_build_16.JPG	keep	n95=168 white=0.00 soft=0.087 strong=0.041
p356	hardware/hardware-MK2/pictures/i2c2midi_MK2_build_17.JPG	keep	n95=85 white=0.01 soft=0.188 strong=0.153
p356	hardware/hardware-MK2/pictures/i2c2midi_MK2_build_18.JPG	keep	n95=53 white=0.00 soft=0.181 strong=0.261
p356	hardware/hardware-MK2/pictures/i2c2midi_MK2_build_outline.png	drop	flat graphic n95=24 white=0.78 soft=0.058 strong=0.071
p356	hardware/hardware-MK2/pictures/i2c2midi_MK2_shot.jpg	keep	n95=15 white=0.89 soft=0.010 strong=0.040
p36	images/programmer1.jpg	keep	n95=158 white=0.01 soft=0.063 strong=0.078
p36	images/programmer2.jpg	keep	n95=195 white=0.01 soft=0.080 strong=0.100
p36	images/test-3-module-front-small.png	drop	flat graphic n95=46 white=0.00 soft=0.074 strong=0.132
p36	images/test-3-pcb-small.png	keep	n95=214 white=0.04 soft=0.084 strong=0.224
p361	hardware/TELEXi/board/images/TXi_Bottom_Bottom.png	drop	flat graphic n95=38 white=0.00 soft=0.137 strong=0.135
p361	hardware/TELEXi/board/images/TXi_Bottom_Top.png	drop	flat graphic n95=36 white=0.00 soft=0.155 strong=0.119
p361	hardware/TELEXi/board/images/TXi_Top_Bottom.png	drop	flat graphic n95=31 white=0.00 soft=0.134 strong=0.086
p361	hardware/TELEXi/board/images/TXi_Top_Top.png	drop	flat graphic n95=33 white=0.00 soft=0.099 strong=0.137
p361	hardware/TELEXi/board/stencil_frame/txi.png	drop	flat graphic n95=5 white=0.75 soft=0.021 strong=0.051
p362	hardware/TELEXo/board/images/TXo_Bottom_Bottom.png	drop	flat graphic n95=41 white=0.00 soft=0.208 strong=0.147
p362	hardware/TELEXo/board/images/TXo_Bottom_Top.png	drop	flat graphic n95=43 white=0.00 soft=0.160 strong=0.173
p362	hardware/TELEXo/board/images/TXo_Top_Bottom.png	drop	flat graphic n95=37 white=0.00 soft=0.138 strong=0.112
p362	hardware/TELEXo/board/images/TXo_Top_Top.png	drop	flat graphic n95=44 white=0.00 soft=0.157 strong=0.197
p362	hardware/TELEXo/board/stencil_frame/txo_bottom.png	drop	flat graphic n95=5 white=0.67 soft=0.017 strong=0.044
p362	hardware/TELEXo/board/stencil_frame/txo_top.png	drop	flat graphic n95=4 white=0.73 soft=0.017 strong=0.044
p363	tbd4vcv/tbd4vcv.png	drop	flat graphic n95=25 white=0.02 soft=0.052 strong=0.131
p366	Hardware_v3/lcd_18pin.jpg	keep	n95=6 white=0.77 soft=0.039 strong=0.156
p368	pictures/components.jpg	keep	n95=167 white=0.24 soft=0.105 strong=0.207
p368	pictures/components.png	keep	n95=65 white=0.18 soft=0.126 strong=0.172
p368	pictures/front.jpg	keep	n95=40 white=0.20 soft=0.079 strong=0.115
p368	pictures/retrospector.png	keep	n95=110 white=0.28 soft=0.093 strong=0.159
p368	pictures/serial.png	drop	flat graphic n95=26 white=0.79 soft=0.081 strong=0.135
p373	Hardware/v2.2 4HP/img/侧面.jpg	keep	n95=64 white=0.02 soft=0.111 strong=0.084
p373	Hardware/v2.2 4HP/img/正面.png	drop	flat graphic n95=42 white=0.01 soft=0.105 strong=0.207
p373	Hardware/v2.2 4HP/img/背面.jpg	keep	n95=182 white=0.04 soft=0.139 strong=0.186
p377	MF-X1/Images/mf-x1_maasijam-00284.jpg	keep	n95=53 white=0.01 soft=0.231 strong=0.217
p377	MF-X1/Images/mf-x1_maasijam-00291.jpg	keep	n95=16 white=0.91 soft=0.011 strong=0.032
p377	MF-X1/Images/mf-x1_maasijam-00292.jpg	keep	n95=14 white=0.91 soft=0.011 strong=0.031
p377	MF-X1/Images/mf-x1_maasijam-00293.jpg	keep	n95=6 white=0.93 soft=0.016 strong=0.025
p377	MF-X1/Images/mf-x1_maasijam-00294.jpg	keep	n95=23 white=0.84 soft=0.016 strong=0.019
p377	MF-X1/Images/mf-x1_maasijam-00295.jpg	keep	n95=14 white=0.88 soft=0.010 strong=0.018
p377	MF-X1/Images/mf-x1_maasijam-00296.jpg	keep	n95=28 white=0.86 soft=0.010 strong=0.035
p377	MF-X1/Images/mf-x1_maasijam-00297.jpg	keep	n95=23 white=0.89 soft=0.023 strong=0.032
p377	MF-X1/Images/mf-x1_maasijam-00298.jpg	keep	n95=29 white=0.75 soft=0.018 strong=0.031
p377	MF-X1/Images/mf-x1_maasijam-00299.jpg	keep	n95=27 white=0.84 soft=0.016 strong=0.029
p377	MF-X1/Images/mf-x1_maasijam-00300.jpg	keep	n95=25 white=0.91 soft=0.015 strong=0.034
p377	MF-X1/Images/mf-x1_maasijam-00301.jpg	keep	n95=22 white=0.91 soft=0.014 strong=0.034
p377	MF-X1/Images/mf-x1_maasijam-00302.jpg	keep	n95=22 white=0.91 soft=0.014 strong=0.034
p377	MF-X1/Images/mf-x1_maasijam-00303.jpg	keep	n95=25 white=0.90 soft=0.016 strong=0.034
p377	MF-X1/Images/mf-x1_maasijam-00304.jpg	keep	n95=16 white=0.90 soft=0.014 strong=0.025
p377	MF-X1/Images/mf-x1_maasijam-00305.jpg	keep	n95=40 white=0.85 soft=0.030 strong=0.032
p377	MF-X1/Images/mf-x1_maasijam-00306.jpg	keep	n95=53 white=0.90 soft=0.016 strong=0.038
p377	MF-X1/Images/mf-x1_maasijam-00307.jpg	keep	n95=6 white=0.92 soft=0.008 strong=0.030
p377	MF-X1/Images/mf-x1_maasijam-00308.jpg	keep	n95=27 white=0.87 soft=0.026 strong=0.041
p378	MF-X2/Images/mf-x2_gate_connector.jpg	keep	n95=138 white=0.70 soft=0.046 strong=0.101
p378	MF-X2/Images/mf-x2_pcb_back.jpg	keep	n95=85 white=0.21 soft=0.247 strong=0.076
p378	MF-X2/Images/mf-x2_pcb_side.jpg	drop	line art (JPEG) n95=30 white=0.35 soft=0.252 strong=0.043
p379	MONOFA/Images/monofa_maasijam-00343.jpg	keep	n95=122 white=0.25 soft=0.112 strong=0.093
p379	MONOFA/Images/monofa_maasijam-00344.jpg	keep	n95=48 white=0.37 soft=0.047 strong=0.069
p379	MONOFA/Images/monofa_maasijam-00345.jpg	keep	n95=91 white=0.32 soft=0.067 strong=0.072
p379	MONOFA/Images/monofa_maasijam-00346.jpg	keep	n95=14 white=0.58 soft=0.020 strong=0.026
p379	MONOFA/Images/monofa_maasijam-00347.jpg	keep	n95=107 white=0.41 soft=0.077 strong=0.078
p379	MONOFA/Images/monofa_maasijam-00348.jpg	keep	n95=21 white=0.79 soft=0.042 strong=0.041
p379	MONOFA/Images/monofa_maasijam-00349.jpg	keep	n95=10 white=0.00 soft=0.028 strong=0.023
p379	MONOFA/Images/monofa_maasijam-00350.jpg	keep	n95=49 white=0.20 soft=0.061 strong=0.037
p379	MONOFA/Images/monofa_maasijam-00352.jpg	keep	n95=5 white=0.92 soft=0.014 strong=0.020
p379	MONOFA/Images/monofa_maasijam-00353.jpg	keep	n95=27 white=0.81 soft=0.018 strong=0.025
p379	MONOFA/Images/monofa_maasijam-00354.jpg	keep	n95=17 white=0.84 soft=0.019 strong=0.023
p379	MONOFA/Images/monofa_maasijam-00355.jpg	keep	n95=87 white=0.00 soft=0.109 strong=0.080
p379	MONOFA/Images/monofa_maasijam-00356.jpg	keep	n95=85 white=0.26 soft=0.071 strong=0.036
p379	MONOFA/Images/monofa_maasijam-00357.jpg	keep	n95=68 white=0.26 soft=0.068 strong=0.043
p379	MONOFA/Images/monofa_maasijam-00358.jpg	keep	n95=50 white=0.18 soft=0.047 strong=0.031
p379	MONOFA/Images/monofa_maasijam-00359.jpg	keep	n95=144 white=0.38 soft=0.062 strong=0.037
p379	MONOFA/Images/monofa_maasijam-00360.jpg	keep	n95=114 white=0.25 soft=0.092 strong=0.068
p379	MONOFA/Images/monofa_maasijam-00361.jpg	keep	n95=87 white=0.31 soft=0.085 strong=0.069
p379	MONOFA/Images/monofa_maasijam-00362.jpg	keep	n95=73 white=0.23 soft=0.082 strong=0.124
p379	MONOFA/Images/monofa_maasijam-00363.jpg	keep	n95=46 white=0.23 soft=0.051 strong=0.080
p379	MONOFA/Images/monofa_maasijam-00364.jpg	keep	n95=7 white=0.31 soft=0.041 strong=0.066
p379	MONOFA/Images/monofa_maasijam-00365.jpg	keep	n95=116 white=0.18 soft=0.111 strong=0.105
p379	MONOFA/Images/monofa_maasijam-00366.jpg	keep	n95=38 white=0.82 soft=0.036 strong=0.047
p379	MONOFA/Images/monofa_maasijam-00367.jpg	keep	n95=19 white=0.89 soft=0.016 strong=0.029
p382	img/back.jpeg	keep	n95=172 white=0.01 soft=0.057 strong=0.091
p382	img/front.jpeg	keep	n95=106 white=0.05 soft=0.177 strong=0.165
p382	img/pcb and panel.jpeg	keep	n95=169 white=0.18 soft=0.204 strong=0.191
p383	img/panel.jpeg	keep	n95=337 white=0.05 soft=0.177 strong=0.165
p383	img/pcb_back.jpeg	keep	n95=175 white=0.00 soft=0.169 strong=0.202
p383	img/pcb_front.jpeg	keep	n95=158 white=0.00 soft=0.174 strong=0.214
p384	dSPLIT/PHOTO/dSPLIT  Timur Samarsky.jpg	keep	n95=281 white=0.00 soft=0.119 strong=0.064
p384	dSPLIT/PHOTO/dSPLIT bottom.png	drop	flat graphic n95=59 white=0.20 soft=0.038 strong=0.109
p384	dSPLIT/PHOTO/dSPLIT top.png	keep	n95=69 white=0.14 soft=0.106 strong=0.167
p384	dSPLIT/PHOTO/dSPLIT_front.jpg	keep	n95=60 white=0.00 soft=0.042 strong=0.048
p384	dSPLIT/PHOTO/dSPLIT_front.png	drop	flat graphic n95=60 white=0.00 soft=0.046 strong=0.047
p384	dSPLIT/PHOTO/dSPLIT_front_modulargrid.png	keep	n95=96 white=0.00 soft=0.118 strong=0.250
p384	dSPLIT/PHOTO/dSPLIT_front_solder.jpg	keep	n95=59 white=0.00 soft=0.043 strong=0.047
p384	dSPLIT/PHOTO/dSPLIT_front_solder.png	drop	flat graphic n95=58 white=0.00 soft=0.046 strong=0.048
p384	dSPLIT/PHOTO/dSPLIT_top.jpg	keep	n95=124 white=0.36 soft=0.072 strong=0.074
p384	dSPLIT/PHOTO/dSPLIT_top.png	keep	n95=127 white=0.35 soft=0.073 strong=0.076
p384	dSPLIT/PHOTO/dsplit_fp_back.png	drop	flat graphic n95=50 white=0.46 soft=0.079 strong=0.105
p384	dSPLIT/PHOTO/dsplit_fp_front.png	drop	flat graphic n95=56 white=0.45 soft=0.091 strong=0.164
p384	dSPLIT/dSPLIT.jpg	keep	n95=43 white=0.45 soft=0.101 strong=0.266
p385	zLINEIN/photos/black panel/zLINEIN_angle1.jpg	keep	n95=45 white=0.69 soft=0.049 strong=0.048
p385	zLINEIN/photos/black panel/zLINEIN_angle2.jpg	keep	n95=59 white=0.74 soft=0.043 strong=0.058
p385	zLINEIN/photos/black panel/zLINEIN_angle3.jpg	keep	n95=56 white=0.69 soft=0.049 strong=0.077
p385	zLINEIN/photos/black panel/zLINEIN_side1.jpg	keep	n95=94 white=0.77 soft=0.044 strong=0.056
p385	zLINEIN/photos/white panel/zLineIn_Corner.jpg	keep	n95=16 white=0.91 soft=0.020 strong=0.032
p385	zLINEIN/photos/white panel/zLineIn_Front.jpg	keep	n95=6 white=0.93 soft=0.013 strong=0.028
p385	zLINEIN/photos/white panel/zLineIn_Side.jpg	keep	n95=226 white=0.54 soft=0.073 strong=0.105
p386	zOUT/Photo/white panel/zOut_Corner.jpg	keep	n95=96 white=0.71 soft=0.062 strong=0.073
p386	zOUT/Photo/white panel/zOut_Front.jpg	keep	n95=7 white=0.94 soft=0.014 strong=0.028
p386	zOUT/Photo/white panel/zOut_Front_.jpg	keep	n95=55 white=0.50 soft=0.085 strong=0.150
p386	zOUT/Photo/white panel/zOut_Side.jpg	keep	n95=182 white=0.54 soft=0.070 strong=0.093
p386	zOUT/Photo/zOUT_1.0_assembled_2.jpg	keep	n95=154 white=0.00 soft=0.231 strong=0.116
p386	zOUT/Photo/zOUT_v.1.0_PCB_assembled_PCB.jpg	keep	n95=198 white=0.00 soft=0.229 strong=0.127
p386	zOUT/Photo/zOUT_v.1.0_assembled_3.jpg	keep	n95=256 white=0.00 soft=0.155 strong=0.049
p387	zSUM-4/photos/zSUM-4 minimal kit rev.A.jpg	keep	n95=194 white=0.15 soft=0.154 strong=0.172
p387	zSUM-4/photos/zSUM-4_assembled1.jpg	keep	n95=85 white=0.08 soft=0.096 strong=0.065
p387	zSUM-4/photos/zSUM-4_assembled_2.jpg	keep	n95=79 white=0.00 soft=0.064 strong=0.052
p387	zSUM-4/photos/zSUM-4_assembled_3.jpg	keep	n95=83 white=0.00 soft=0.086 strong=0.051
p387	zSUM-4/photos/zSUM-4_assembled_top.jpg	keep	n95=73 white=0.00 soft=0.095 strong=0.062
p387	zSUM-4/photos/zSum_Corner.jpg	keep	n95=26 white=0.81 soft=0.029 strong=0.052
p387	zSUM-4/photos/zSum_Front.jpg	keep	n95=22 white=0.80 soft=0.025 strong=0.053
p387	zSUM-4/photos/zSum_ModularGrid.png	keep	n95=72 white=0.00 soft=0.117 strong=0.190
p387	zSUM-4/photos/zSum_Side.jpg	keep	n95=23 white=0.89 soft=0.019 strong=0.033
p388	10_miniboard/doc/avrdude_win.png	drop	flat graphic n95=24 white=0.09 soft=0.015 strong=0.081
p388	10_miniboard/doc/miniboard.jpg	keep	n95=203 white=0.32 soft=0.112 strong=0.118
p395	hardware/spink0_adaption/060_spink0_MB/pics/PI-Zero-W.jpg	keep	n95=116 white=0.46 soft=0.066 strong=0.115
p395	hardware/spink0_adaption/060_spink0_MB/spink0_MB.jpg	keep	n95=9 white=0.88 soft=0.068 strong=0.107
p398	dual comparator/images/pcb-600.jpg	keep	n95=261 white=0.03 soft=0.214 strong=0.215
p398	dual comparator/images/pcb.jpg	keep	n95=247 white=0.03 soft=0.248 strong=0.142
p398	dual comparator/images/pcb.png	keep	n95=247 white=0.03 soft=0.248 strong=0.142
p398	dual comparator/images/top.png	drop	flat graphic n95=28 white=0.00 soft=0.121 strong=0.124
p399	offsets/-5V.png	drop	flat graphic n95=44 white=0.07 soft=0.035 strong=0.147
p399	offsets/10dr.png	drop	flat graphic n95=42 white=0.07 soft=0.034 strong=0.147
p399	offsets/IMG_8792.jpg	keep	n95=148 white=0.00 soft=0.055 strong=0.150
p399	offsets/IMG_8793.jpg	keep	n95=73 white=0.00 soft=0.026 strong=0.054
p399	offsets/board-connections.png	drop	flat graphic n95=21 white=0.80 soft=0.058 strong=0.177
p399	offsets/bottom.png	drop	flat graphic n95=20 white=0.00 soft=0.073 strong=0.051
p399	offsets/brd-overview.png	keep	n95=193 white=0.00 soft=0.063 strong=0.161
p399	offsets/offset-mixers.png	drop	flat graphic n95=6 white=0.91 soft=0.038 strong=0.088
p399	offsets/summer.png	drop	flat graphic n95=6 white=0.92 soft=0.022 strong=0.078
p399	offsets/top.png	drop	flat graphic n95=35 white=0.00 soft=0.097 strong=0.154
p399	offsets/trim-inputs.png	drop	flat graphic n95=4 white=0.93 soft=0.022 strong=0.067
p399	offsets/untrim-inputs.png	drop	flat graphic n95=6 white=0.92 soft=0.032 strong=0.080
p399	offsets/v01_bottom.png	drop	flat graphic n95=20 white=0.00 soft=0.086 strong=0.047
p399	offsets/v01_top.png	drop	flat graphic n95=35 white=0.00 soft=0.086 strong=0.144
p399	offsets/vref-buffers.png	drop	flat graphic n95=6 white=0.92 soft=0.020 strong=0.081
p400	precision rectifier/20141002_120903.png	drop	flat graphic n95=27 white=0.00 soft=0.032 strong=0.074
p400	precision rectifier/20141002_120903_fft.png	drop	flat graphic n95=39 white=0.38 soft=0.082 strong=0.128
p400	precision rectifier/20141002_120903_fft_cursors.png	drop	flat graphic n95=46 white=0.37 soft=0.087 strong=0.133
p400	precision rectifier/8-wave.png	drop	flat graphic n95=3 white=0.00 soft=0.019 strong=0.019
p400	precision rectifier/Choices-table.png	drop	flat graphic n95=17 white=0.76 soft=0.072 strong=0.236
p400	precision rectifier/back.png	drop	flat graphic n95=11 white=0.00 soft=0.072 strong=0.039
p400	precision rectifier/completed.jpg	keep	n95=247 white=0.01 soft=0.118 strong=0.052
p400	precision rectifier/front.png	drop	flat graphic n95=17 white=0.00 soft=0.068 strong=0.072
p400	precision rectifier/jones-stitt-fig-one.png	drop	flat graphic n95=20 white=0.86 soft=0.019 strong=0.136
p401	transpositeurs/board.png	drop	flat graphic n95=132 white=0.47 soft=0.097 strong=0.124
p401	transpositeurs/bottom.png	drop	flat graphic n95=12 white=0.00 soft=0.106 strong=0.039
p401	transpositeurs/dac-scaling.png	drop	flat graphic n95=12 white=0.89 soft=0.049 strong=0.106
p401	transpositeurs/mixer.png	drop	flat graphic n95=11 white=0.89 soft=0.034 strong=0.102
p401	transpositeurs/switch-dims.png	drop	flat graphic n95=9 white=0.88 soft=0.019 strong=0.111
p401	transpositeurs/top.png	drop	flat graphic n95=31 white=0.00 soft=0.070 strong=0.136
p401	transpositeurs/vref-offs.png	drop	flat graphic n95=8 white=0.91 soft=0.042 strong=0.102
p405	modular.jpg	keep	n95=746 white=0.24 soft=0.150 strong=0.142
p405	pcb_version.jpg	keep	n95=111 white=0.45 soft=0.075 strong=0.115
p406	user_guide/docs/images/diode.jpg	keep	n95=89 white=0.03 soft=0.135 strong=0.028
p406	user_guide/docs/images/ic.jpg	keep	n95=168 white=0.03 soft=0.147 strong=0.088
p406	user_guide/docs/images/led.jpg	keep	n95=274 white=0.02 soft=0.168 strong=0.055
p413	Betula/Pictures/Betula_ADAT_top.jpg	drop	line art (JPEG) n95=18 white=0.03 soft=0.112 strong=0.076
p413	Betula/Pictures/Betula_Input_bottom.jpg	drop	line art (JPEG) n95=21 white=0.12 soft=0.164 strong=0.171
p413	Betula/Pictures/Betula_Input_top.jpg	drop	line art (JPEG) n95=19 white=0.06 soft=0.157 strong=0.128
p413	Betula/Pictures/Betula_Output_bottom.jpg	drop	line art (JPEG) n95=28 white=0.13 soft=0.166 strong=0.189
p413	Betula/Pictures/Betula_Output_top.jpg	drop	line art (JPEG) n95=19 white=0.06 soft=0.174 strong=0.121
p413	Betula/Pictures/Noisefloor.png	drop	flat graphic n95=2 white=0.00 soft=0.086 strong=0.020
p414	Salix/picture.jpg	keep	n95=89 white=0.02 soft=0.124 strong=0.159
p415	Transistor_Ladder_VCF/PCB/PCB_back.JPG	keep	n95=127 white=0.02 soft=0.092 strong=0.238
p415	Transistor_Ladder_VCF/PCB/PCB_front.JPG	keep	n95=139 white=0.01 soft=0.073 strong=0.225
p415	Transistor_Ladder_VCF/picture.jpg	keep	n95=41 white=0.00 soft=0.095 strong=0.071
p417	Bunsen/Photos - Bunsen - Rev 1_0/SF_Bunsen_Rev1_0_Mod.jpg	keep	n95=193 white=0.00 soft=0.150 strong=0.134
p417	Bunsen/Photos - Bunsen - Rev 1_1/SF_Bunsen_Combo_Back.JPG	keep	n95=57 white=0.62 soft=0.053 strong=0.069
p417	Bunsen/Photos - Bunsen - Rev 1_1/SF_Bunsen_Combo_Front.JPG	keep	n95=87 white=0.60 soft=0.066 strong=0.092
p417	Bunsen/Photos - Bunsen - Rev 1_1/SF_Bunsen_Comp_Angle1.JPG	keep	n95=30 white=0.59 soft=0.046 strong=0.056
p417	Bunsen/Photos - Bunsen - Rev 1_1/SF_Bunsen_Comp_Angle2.JPG	keep	n95=26 white=0.79 soft=0.037 strong=0.047
p417	Bunsen/Photos - Bunsen - Rev 1_1/SF_Bunsen_Comp_Angle3.JPG	keep	n95=30 white=0.76 soft=0.036 strong=0.056
p417	Bunsen/Photos - Bunsen - Rev 1_1/SF_Bunsen_Comp_Back.JPG	keep	n95=66 white=0.79 soft=0.031 strong=0.065
p417	Bunsen/Photos - Bunsen - Rev 1_1/SF_Bunsen_Comp_Front.JPG	keep	n95=13 white=0.79 soft=0.024 strong=0.054
p417	Bunsen/Photos - Bunsen - Rev 1_1/SF_Bunsen_Comp_Side.JPG	keep	n95=12 white=0.87 soft=0.027 strong=0.041
p417	Bunsen/Photos - Bunsen - Rev 1_1/SF_Bunsen_PCB_Back.JPG	keep	n95=42 white=0.75 soft=0.032 strong=0.068
p417	Bunsen/Photos - Bunsen - Rev 1_1/SF_Bunsen_PCB_Front.JPG	keep	n95=65 white=0.76 soft=0.040 strong=0.072
p417	Bunsen/Photos - Bunsen - Rev 1_1/SF_Bunsen_Panel_Back.JPG	drop	flat panel artwork (JPEG named panel) n95=6 white=0.78 soft=0.034 strong=0.038
p417	Bunsen/Photos - Bunsen - Rev 1_1/SF_Bunsen_Panel_Front.JPG	drop	flat panel artwork (JPEG named panel) n95=8 white=0.82 soft=0.028 strong=0.047
p417	Bunsen/readmePhoto.jpg	keep	n95=30 white=0.76 soft=0.036 strong=0.056
p421	Pipet/Photos - Pipet - Rev 1_1/SF_Pipet_Combo_Back.JPG	keep	n95=41 white=0.76 soft=0.032 strong=0.073
p421	Pipet/Photos - Pipet - Rev 1_1/SF_Pipet_Combo_Front.JPG	keep	n95=38 white=0.76 soft=0.044 strong=0.067
p421	Pipet/Photos - Pipet - Rev 1_1/SF_Pipet_Comp_Angle1.JPG	keep	n95=27 white=0.60 soft=0.030 strong=0.048
