tier	repo	module_dir	dirs_in_repo	boards	status
4	bummbummgarage/bummbummgarage.github.io	modules/clock-ii-0.1	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/clock-multiplier/Rev1	41	0	skip
4	bummbummgarage/bummbummgarage.github.io	modules/clock-multiplier/Rev2	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/clock-multiplier/Rev2/ATMega Standalone	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/distortion	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/envelope-follower/Rev1	41	0	skip
4	bummbummgarage/bummbummgarage.github.io	modules/envelope-follower/Rev2	41	0	skip
4	bummbummgarage/bummbummgarage.github.io	modules/envelope-follower/Rev3	41	0	skip
4	bummbummgarage/bummbummgarage.github.io	modules/envelope-follower/Rev4	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/envelope-generator-0.1	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/envelope-generator-II-0.1	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/envelope-generator-ii-0.1	41	0	skip
4	bummbummgarage/bummbummgarage.github.io	modules/envelope-generator-iii-0.1.1	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/exponential-converter-0.1	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/filter-0.2	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/gate-to-trigger-converter-0.1	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/hihat/Rev1	41	0	skip
4	bummbummgarage/bummbummgarage.github.io	modules/hihat/Rev2	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/mixer-0.1	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/mixer-ii/Rev1	41	0	skip
4	bummbummgarage/bummbummgarage.github.io	modules/mixer-ii/Rev2	41	0	skip
4	bummbummgarage/bummbummgarage.github.io	modules/mixer-ii/Rev3	41	0	skip
4	bummbummgarage/bummbummgarage.github.io	modules/mixer-ii/Rev4	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/noise-generator-0.2	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/noise-generator-0.3	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/sequencer-0.1	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/sequencer-ii-0.1	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/trigger-to-midi-clock	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/vca-0.1	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/vca-0.2	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/vcf/Rev2	41	0	skip
4	bummbummgarage/bummbummgarage.github.io	modules/vcf/Rev3	41	0	skip
4	bummbummgarage/bummbummgarage.github.io	modules/vcf/Rev4	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/vco-0.4	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/vco-II-0.2.3	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/vco-ii-0.2.3	41	0	skip
4	bummbummgarage/bummbummgarage.github.io	modules/vco-iii-0.1.1	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/voltage-controlled-envelope-generator-vceg/REV-1	41	0	skip
4	bummbummgarage/bummbummgarage.github.io	modules/voltage-controlled-envelope-generator-vceg/REV-2	41	0	done
4	clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM Attenuverter/BYOM_Attenuverter_main	22	1	done
4	clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM Attenuverter/BYOM_Attenuverter_panel	22	0	skip
4	clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM Blank/BYOM_Blank_panel	22	0	skip
4	clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM Envelope/BYOM_Envelope_main	22	1	done
4	clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM Envelope/BYOM_Envelope_panel	22	0	skip
4	clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM LFO/BYOM_LFO_main	22	1	done
4	clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM LFO/BYOM_LFO_panel	22	0	skip
4	clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM Micro/BYOM_Micro_main	22	1	done
4	clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM Micro/BYOM_Micro_panel	22	0	skip
4	clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM Mixer/BYOM_Mixer_main	22	1	done
4	clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM Mixer/BYOM_Mixer_panel	22	0	skip
4	clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM PSU/BYOM_PSU_main	22	1	done
4	clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM PSU/BYOM_PSU_panel	22	0	skip
4	clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM Passive mult/BYOM_Passive_mult_main	22	1	done
4	clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM Passive mult/BYOM_Passive_mult_panel	22	0	skip
4	clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM Power Bus/BYOM_Power_bus_main	22	1	done
4	clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM VCA/BYOM_VCA_main	22	1	done
4	clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM VCA/BYOM_VCA_panel	22	0	skip
4	clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM VCF/BYOM_VCF_main	22	1	done
4	clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM VCF/BYOM_VCF_panel	22	0	skip
4	clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM VCO/BYOM_VCO_main	22	1	done
4	clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM VCO/BYOM_VCO_panel	22	0	skip
4	Deftaudio/Midi-boards	9V_Converter	32	0	skip
4	Deftaudio/Midi-boards	CVGate_Attenuator/Basic	32	0	todo
4	Deftaudio/Midi-boards	CVGate_Attenuator/with_Indicator	32	0	todo
4	Deftaudio/Midi-boards	CVGate_Attenuator/with_LED_Voltmeter	32	0	todo
4	Deftaudio/Midi-boards	Eurorack_Compute	32	0	done
4	Deftaudio/Midi-boards	Eurorack_MIDIThru4_DIN	32	0	done
4	Deftaudio/Midi-boards	Eurorack_MIDIThru4_TRS	32	0	done
4	Deftaudio/Midi-boards	Eurorack_MIDI_Teensy_5x5	32	0	done
4	Deftaudio/Midi-boards	Eurorack_MidiMerge2in3out	32	0	done
4	Deftaudio/Midi-boards	Eurorack_MotorPot	32	0	done
4	Deftaudio/Midi-boards	Eurorack_RPi	32	0	done
4	Deftaudio/Midi-boards	Eurorack_SpinnerLFO	32	0	done
4	Deftaudio/Midi-boards	Eurorack_TRS-DIN5	32	0	done
4	Deftaudio/Midi-boards	Eurorack_USB-C_Power_Supply	32	0	done
4	Deftaudio/Midi-boards	Eurorack_USB_Power	32	0	done
4	Deftaudio/Midi-boards	Korg DDD Expansion Card	32	0	skip
4	Deftaudio/Midi-boards	MIDITeensy3.2	32	0	skip
4	Deftaudio/Midi-boards	MIDITeensy4.0	32	0	skip
4	Deftaudio/Midi-boards	MIDITeensy4.1	32	0	skip
4	Deftaudio/Midi-boards	MIDI_RS232	32	0	skip
4	Deftaudio/Midi-boards	MidiAnySync	32	0	skip
4	Deftaudio/Midi-boards	MidiKnob	32	0	skip
4	Deftaudio/Midi-boards	MidiMerge2in5out	32	0	skip
4	Deftaudio/Midi-boards	MidiThru10	32	0	skip
4	Deftaudio/Midi-boards	MidiThru2in10out	32	0	skip
4	Deftaudio/Midi-boards	MidiThru4	32	0	skip
4	Deftaudio/Midi-boards	MidiThruWithMerge2in10out	32	0	skip
4	Deftaudio/Midi-boards	TRS_DIN5_Adapter	32	0	skip
4	Deftaudio/Midi-boards	Teensy_1U_MIDI_8x14	32	1	skip
4	Deftaudio/Midi-boards	Teensy_1U_MIDI_8x14/Enclosure/Back	32	1	skip
4	Deftaudio/Midi-boards	Teensy_1U_MIDI_8x14/Enclosure/Sides	32	1	skip
4	Deftaudio/Midi-boards	Teensy_1U_MIDI_8x14/Enclosure/Top&bottom	32	1	skip
4	diyelectromusic/sdemp_pcbs	AnalogIOBoard	68	0	skip
4	diyelectromusic/sdemp_pcbs	ArduinoAudioExperimenterShield	68	0	skip
4	diyelectromusic/sdemp_pcbs	ArduinoClockGeneratorShield	68	0	skip
4	diyelectromusic/sdemp_pcbs	ArduinoDualAY38910	68	0	skip
4	diyelectromusic/sdemp_pcbs	ArduinoEEPROMReader	68	0	skip
4	diyelectromusic/sdemp_pcbs	ArduinoMIDIProtoShield	68	0	skip
4	diyelectromusic/sdemp_pcbs	ArduinoMozziExperimenterShield	68	0	skip
4	diyelectromusic/sdemp_pcbs	ArduinoProMiniMIDIUSBHost	68	0	skip
4	diyelectromusic/sdemp_pcbs	ArduinoProMiniMIDIUSBHostCV	68	0	skip
4	diyelectromusic/sdemp_pcbs	ArduinoProMiniUSBHostProto	68	0	skip
4	diyelectromusic/sdemp_pcbs	ArduinoQuadAY38910Experimenter	68	0	skip
4	diyelectromusic/sdemp_pcbs	ArduinoSP0256AAL2	68	0	skip
4	diyelectromusic/sdemp_pcbs	ArduinoTrigger2MIDI	68	0	skip
4	diyelectromusic/sdemp_pcbs	ArduinoUnoMIDIMergeShield	68	0	skip
4	diyelectromusic/sdemp_pcbs	Atari2600Shield	68	0	skip
4	diyelectromusic/sdemp_pcbs	Atari2600Shield/Outputs2	68	0	skip
4	diyelectromusic/sdemp_pcbs	AtariPunkConsole	68	0	skip
4	diyelectromusic/sdemp_pcbs	Baby8Sequencer	68	0	skip
4	diyelectromusic/sdemp_pcbs	ESP32MozziExperimenterPCB	68	0	skip
4	diyelectromusic/sdemp_pcbs	ESP32S3Experimenter	68	0	skip
4	diyelectromusic/sdemp_pcbs	KorgVolcaMIDI	68	0	skip
4	diyelectromusic/sdemp_pcbs	MIDIModule3V3	68	0	skip
4	diyelectromusic/sdemp_pcbs	NanoAudioExperimenterShield	68	0	skip
4	diyelectromusic/sdemp_pcbs	NanoMIDIProtoShield	68	0	skip
4	diyelectromusic/sdemp_pcbs	NanoMozziExperimenterShield	68	0	skip
4	diyelectromusic/sdemp_pcbs	NanoMultiTone	68	0	skip
4	diyelectromusic/sdemp_pcbs	PGA2350Breakout	68	0	skip
4	diyelectromusic/sdemp_pcbs	PWMOutputFilter	68	0	skip
4	diyelectromusic/sdemp_pcbs	Pico Micro Nano Matrix	68	0	skip
4	diyelectromusic/sdemp_pcbs	PicoDualMIDICarrier	68	0	skip
4	diyelectromusic/sdemp_pcbs	PicoMIDIPack	68	0	skip
4	diyelectromusic/sdemp_pcbs	PicoMIDIPackSingle	68	0	skip
4	diyelectromusic/sdemp_pcbs	PicoMIDIProto	68	0	skip
4	diyelectromusic/sdemp_pcbs	PicoMIDIRouter	68	0	skip
4	diyelectromusic/sdemp_pcbs	PicoMIDISplitter	68	0	skip
4	diyelectromusic/sdemp_pcbs	PicoMIDISplitterTTL	68	0	skip
4	diyelectromusic/sdemp_pcbs	PicoMIDITouchBoard	68	0	skip
4	diyelectromusic/sdemp_pcbs	PicoMIDITouchKeyboard	68	0	skip
4	diyelectromusic/sdemp_pcbs	PicoTX816-IOBoard	68	0	skip
4	diyelectromusic/sdemp_pcbs	PicoTX816-Panel	68	0	skip
4	diyelectromusic/sdemp_pcbs	PicoTX816-RPiInterface	68	0	skip
4	diyelectromusic/sdemp_pcbs	PicoVGABreakout	68	0	skip
4	diyelectromusic/sdemp_pcbs	RC2014/RC2014-PGA2350	68	0	skip
4	diyelectromusic/sdemp_pcbs	RC2014/RC2014-PGA2350 - VGA	68	0	skip
4	diyelectromusic/sdemp_pcbs	RC2014/RC2014BusSwap	68	0	skip
4	diyelectromusic/sdemp_pcbs	RC2014/RC2014Z80NOPTester	68	0	skip
4	diyelectromusic/sdemp_pcbs	RPi400MIDIAudio	68	0	skip
4	diyelectromusic/sdemp_pcbs	RPiZeroMIDI	68	0	skip
4	diyelectromusic/sdemp_pcbs	RPiZeroMiniDexedIOBoard	68	0	skip
4	diyelectromusic/sdemp_pcbs	RpiDualMiniDexed	68	0	skip
4	diyelectromusic/sdemp_pcbs	RpiMiniDexedHD44780	68	0	skip
4	diyelectromusic/sdemp_pcbs	RpiMiniDexedSSD1306	68	0	skip
4	diyelectromusic/sdemp_pcbs	RpiMiniDexedSSD1306v2	68	0	skip
4	diyelectromusic/sdemp_pcbs	RpiQuadDACMiniDexed	68	0	skip
4	diyelectromusic/sdemp_pcbs	RpiV1MiniDexedIOBoard	68	0	skip
4	diyelectromusic/sdemp_pcbs	RpiV1SynthBoard	68	0	skip
4	diyelectromusic/sdemp_pcbs	RpiZynthianIOBoard	68	0	skip
4	diyelectromusic/sdemp_pcbs	RpiZynthianPanel	68	0	skip
4	diyelectromusic/sdemp_pcbs	SquareWaveOscillator	68	0	skip
4	diyelectromusic/sdemp_pcbs	TactileButtonKeyboard	68	0	skip
4	diyelectromusic/sdemp_pcbs	TouchKeyboard	68	0	skip
4	diyelectromusic/sdemp_pcbs	WaveshareDuppaController	68	0	skip
4	diyelectromusic/sdemp_pcbs	WaveshareZeroKrellDisplay	68	0	skip
4	diyelectromusic/sdemp_pcbs	WaveshareZeroMIDIProto	68	0	skip
4	diyelectromusic/sdemp_pcbs	WaveshareZeroMultiDsplay	68	0	skip
4	diyelectromusic/sdemp_pcbs	XiaoMIDIInterface	68	0	skip
4	diyelectromusic/sdemp_pcbs	XiaoMIDISynthBoard	68	0	skip
4	diyelectromusic/sdemp_pcbs	XiaoPiUSBMIDIDevice	68	0	skip
4	FuturePresentLabs/mia-eurorack	blades/hardware_design	27	1	skip
4	FuturePresentLabs/mia-eurorack	blinds/hardware_design	27	1	skip
4	FuturePresentLabs/mia-eurorack	braids/hardware_design	27	1	skip
4	FuturePresentLabs/mia-eurorack	branches/hardware_design	27	1	skip
4	FuturePresentLabs/mia-eurorack	clouds/hardware_design	27	1	skip
4	FuturePresentLabs/mia-eurorack	ears/hardware_design	27	1	skip
4	FuturePresentLabs/mia-eurorack	edges/hardware_design	27	2	skip
4	FuturePresentLabs/mia-eurorack	elements/hardware_design	27	1	skip
4	FuturePresentLabs/mia-eurorack	frames/hardware_design	27	1	skip
4	FuturePresentLabs/mia-eurorack	grids/hardware_design	27	1	skip
4	FuturePresentLabs/mia-eurorack	kinks/hardware_design	27	1	skip
4	FuturePresentLabs/mia-eurorack	links/hardware_design	27	1	skip
4	FuturePresentLabs/mia-eurorack	marbles/hardware_design	27	1	skip
4	FuturePresentLabs/mia-eurorack	peaks/hardware_design	27	1	skip
4	FuturePresentLabs/mia-eurorack	plaits/hardware_design	27	1	skip
4	FuturePresentLabs/mia-eurorack	rings/hardware_design	27	1	skip
4	FuturePresentLabs/mia-eurorack	ripples/hardware_design	27	2	skip
4	FuturePresentLabs/mia-eurorack	shades/hardware_design	27	2	skip
4	FuturePresentLabs/mia-eurorack	shelves/hardware_design	27	3	skip
4	FuturePresentLabs/mia-eurorack	stages/hardware_design	27	1	skip
4	FuturePresentLabs/mia-eurorack	streams/hardware_design	27	2	skip
4	FuturePresentLabs/mia-eurorack	tides/hardware_design	27	1	skip
4	FuturePresentLabs/mia-eurorack	tides2/hardware_design	27	1	skip
4	FuturePresentLabs/mia-eurorack	veils/hardware_design	27	2	skip
4	FuturePresentLabs/mia-eurorack	volts/hardware_design	27	1	skip
4	FuturePresentLabs/mia-eurorack	warps/hardware_design	27	1	skip
4	FuturePresentLabs/mia-eurorack	yarns/hardware_design	27	1	skip
4	microresearch/allcolours	Offset_torework	36	1	todo
4	microresearch/allcolours	SR_segments	36	2	todo
4	microresearch/allcolours	SR_segments/segments	36	2	todo
4	microresearch/allcolours	SR_segments/segments/segments_panel	36	1	todo
4	microresearch/allcolours	SR_segments/segments_fixed_adc	36	1	todo
4	microresearch/allcolours	TOAD	36	2	todo
4	microresearch/allcolours	TOAD/FINAL_FINAL	36	1	todo
4	microresearch/allcolours	TOAD/testsother	36	1	todo
4	microresearch/allcolours	all_colours_kicad	36	5	todo
4	microresearch/allcolours	all_colours_kicad_analogue	36	1	todo
4	microresearch/allcolours	all_colours_kicad_analogue_breakup	36	1	todo
4	microresearch/allcolours	comparator	36	1	todo
4	microresearch/allcolours	comparator_v2	36	1	todo
4	microresearch/allcolours	filter	36	1	todo
4	microresearch/allcolours	own_touch	36	1	todo
4	microresearch/allcolours	populus/POPULUS_kicad_old-panelnew	36	2	todo
4	microresearch/allcolours	populus/POPULUS_kicad_old-panelnew/populus_panel	36	0	todo
4	microresearch/allcolours	populus/touch_toggle_KICAD	36	1	todo
4	microresearch/allcolours	pyro/pyro000_kicad	36	1	todo
4	microresearch/allcolours	pyro000_PCB	36	1	todo
4	microresearch/allcolours	touch/touch_kicad_2024	36	2	todo
4	microresearch/allcolours	touch/touch_kicad_2024/touch_panel	36	0	todo
4	microresearch/allcolours	touch/touch_kicad_2024/touch_panel_filter	36	0	todo
4	microresearch/allcolours	touch/touch_kicad_late2023	36	2	todo
4	microresearch/allcolours	touch/touch_kicad_late2023/jlcpcb	36	0	todo
4	microresearch/allcolours	touch/touch_kicad_late2023/touch_panel	36	0	todo
4	microresearch/allcolours	touch/touch_kicad_late2023/touch_panel_filter	36	0	todo
4	microresearch/allcolours	touch/touch_kicad_new2024	36	2	todo
4	microresearch/allcolours	touch/touch_kicad_new2024/touch_panel	36	0	todo
4	microresearch/allcolours	touch/touch_kicad_new2024/touch_panel_filter	36	0	todo
4	microresearch/allcolours	touch/touch_kicad_protection	36	2	todo
4	microresearch/allcolours	touch/touch_kicad_protection/touch_panel	36	0	todo
4	microresearch/allcolours	touch/touch_kicad_protection/touch_panel_filter	36	0	todo
4	microresearch/allcolours	touch_toggle_final/touch_toggle_latest_ADG	36	1	todo
4	microresearch/allcolours	touch_toggle_final/touch_toggle_latest_panel/latest_panel_kicad	36	0	todo
4	microresearch/allcolours	touch_toggle_latest_panel/latest_panel_kicad	36	0	todo
4	mzuelch/CATs-Eurosynth	Modules/CGS/Analog Switch Matrix	39	3	done
4	mzuelch/CATs-Eurosynth	Modules/HAGIWO/4Ch Sample Player	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/HAGIWO/6Ch Trigger Sequencer	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/HAGIWO/Arduino VCO	39	4	done
4	mzuelch/CATs-Eurosynth	Modules/HAGIWO/Display	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/HAGIWO/Multiout	39	3	done
4	mzuelch/CATs-Eurosynth	Modules/HAGIWO/Ringfolder	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/HAGIWO/Sync LFO	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/HAGIWO/VCF Diode Ladder Filter	39	1	done
4	mzuelch/CATs-Eurosynth	Modules/Haraldswerk/NGF-E LFO	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/MFOS/Dual VCA #2	39	3	done
4	mzuelch/CATs-Eurosynth	Modules/MFOS/Eight Stage Phase Shifter	39	3	done
4	mzuelch/CATs-Eurosynth	Modules/MFOS/Noise Cornucopia	39	4	done
4	mzuelch/CATs-Eurosynth	Modules/Mechanicals/Blinds/1TE	39	1	skip
4	mzuelch/CATs-Eurosynth	Modules/Mechanicals/Blinds/3TE	39	1	skip
4	mzuelch/CATs-Eurosynth	Modules/Slim Line/Buffered Multiple	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/Slim Line/Buffered Multiple SMD	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/Slim Line/Clock Divider	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/Slim Line/Precision Adder	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/Slim Line/Rectifier	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/Slim Line/Rectifier SMD	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/Slim Line/Sample&Hold	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/Slim Line/Sample&Hold SMD	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/Slim Line/Single Attenuator	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/Slim Line/VCA	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/Slim Line/Voltage Controlled Switch	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/Standard Line/4Ch Mixer	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/Standard Line/Abakus	39	3	todo
4	mzuelch/CATs-Eurosynth	Modules/Standard Line/Atari Punk Console	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/Standard Line/Baby8 Sequencer	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/Standard Line/Classic ADSR	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/Standard Line/Clock Divider	39	3	done
4	mzuelch/CATs-Eurosynth	Modules/Standard Line/Envelope Follower	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/Standard Line/LFO	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/Standard Line/Manual Gate	39	3	done
4	mzuelch/CATs-Eurosynth	Modules/Standard Line/Power Module	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/Standard Line/Vactrol VCF	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/YuSynth/Balanced Modulator	39	2	done
4	mzuelch/CATs-Eurosynth	Modules/YuSynth/Improved Steiner VCF	39	3	done
4	pichenettes/eurorack	blades/hardware_design	27	1	done
4	pichenettes/eurorack	blinds/hardware_design	27	1	done
4	pichenettes/eurorack	braids/hardware_design	27	1	done
4	pichenettes/eurorack	branches/hardware_design	27	1	done
4	pichenettes/eurorack	clouds/hardware_design	27	1	done
4	pichenettes/eurorack	ears/hardware_design	27	1	done
4	pichenettes/eurorack	edges/hardware_design	27	2	done
4	pichenettes/eurorack	elements/hardware_design	27	1	done
4	pichenettes/eurorack	frames/hardware_design	27	1	done
4	pichenettes/eurorack	grids/hardware_design	27	1	done
4	pichenettes/eurorack	kinks/hardware_design	27	1	done
4	pichenettes/eurorack	links/hardware_design	27	1	done
4	pichenettes/eurorack	marbles/hardware_design	27	1	done
4	pichenettes/eurorack	peaks/hardware_design	27	1	done
4	pichenettes/eurorack	plaits/hardware_design	27	1	done
4	pichenettes/eurorack	rings/hardware_design	27	1	done
4	pichenettes/eurorack	ripples/hardware_design	27	2	done
4	pichenettes/eurorack	shades/hardware_design	27	2	done
4	pichenettes/eurorack	shelves/hardware_design	27	3	done
4	pichenettes/eurorack	stages/hardware_design	27	1	done
4	pichenettes/eurorack	streams/hardware_design	27	2	done
4	pichenettes/eurorack	tides/hardware_design	27	1	done
4	pichenettes/eurorack	tides2/hardware_design	27	1	done
4	pichenettes/eurorack	veils/hardware_design	27	2	done
4	pichenettes/eurorack	volts/hardware_design	27	1	skip
4	pichenettes/eurorack	warps/hardware_design	27	1	done
4	pichenettes/eurorack	yarns/hardware_design	27	1	done
4	PierreIsCoding/sdiy	Alter_Normal	23	0	done
4	PierreIsCoding/sdiy	Arpeggiator/pdfs	23	0	done
4	PierreIsCoding/sdiy	Attiny_Programmer/pdfs	23	0	skip
4	PierreIsCoding/sdiy	CEM3340_VCO/pdfs	23	0	done
4	PierreIsCoding/sdiy	Chit_Chat	23	0	done
4	PierreIsCoding/sdiy	Digital_Sample_And_Hold/PDFS	23	0	done
4	PierreIsCoding/sdiy	Dual_LFO/pdfs	23	0	done
4	PierreIsCoding/sdiy	Knock_Knock	23	0	done
4	PierreIsCoding/sdiy	MS_20_VCF_Clone	23	0	done
4	PierreIsCoding/sdiy	MasterClock/pdfs	23	0	done
4	PierreIsCoding/sdiy	Measure_Man/pdfs	23	0	skip
4	PierreIsCoding/sdiy	Quantizer/pdfs	23	0	done
4	PierreIsCoding/sdiy	Sample_And_Hold/pdf	23	0	done
4	PierreIsCoding/sdiy	Sequential_Switch/pdfs	23	0	done
4	PierreIsCoding/sdiy	Spark	23	0	done
4	PierreIsCoding/sdiy	Sub&Div	23	0	done
4	PierreIsCoding/sdiy	Sub_Octave/pdfs	23	0	done
4	PierreIsCoding/sdiy	Swoop	23	0	done
4	PierreIsCoding/sdiy	Trigger_Sequencer/pdfs	23	0	done
4	PierreIsCoding/sdiy	VCA_Ducker	23	0	done
4	PierreIsCoding/sdiy	Wavefolder/PDFs	23	0	done
4	PierreIsCoding/sdiy	Xorbell	23	0	done
4	PierreIsCoding/sdiy	drumpad	23	0	done
4	RebelTechnology/RebelTechnology	Adapters	62	4	skip
4	RebelTechnology/RebelTechnology	Alchemist	62	1	todo
4	RebelTechnology/RebelTechnology	AnalogDiscoveryAdapter	62	1	skip
4	RebelTechnology/RebelTechnology	ArmControl	62	1	todo
4	RebelTechnology/RebelTechnology	BalancedIO	62	3	todo
4	RebelTechnology/RebelTechnology	BelaModular	62	3	todo
4	RebelTechnology/RebelTechnology	BipolarMixer	62	2	done
4	RebelTechnology/RebelTechnology	BitReactor	62	1	todo
4	RebelTechnology/RebelTechnology	CLK	62	2	done
4	RebelTechnology/RebelTechnology	Chronos	62	2	skip
4	RebelTechnology/RebelTechnology	DualSVF	62	1	done
4	RebelTechnology/RebelTechnology	DualVCA	62	5	done
4	RebelTechnology/RebelTechnology	EffectsBox	62	1	todo
4	RebelTechnology/RebelTechnology	Expander	62	3	todo
4	RebelTechnology/RebelTechnology	FascinationMachine	62	1	todo
4	RebelTechnology/RebelTechnology	Genius	62	3	todo
4	RebelTechnology/RebelTechnology	Gonies	62	1	todo
4	RebelTechnology/RebelTechnology	Igor	62	1	todo
4	RebelTechnology/RebelTechnology	Klasmata	62	1	todo
4	RebelTechnology/RebelTechnology	Logoi	62	1	skip
4	RebelTechnology/RebelTechnology	Magus	62	4	todo
4	RebelTechnology/RebelTechnology	Manifold	62	1	todo
4	RebelTechnology/RebelTechnology	MersenneTwister	62	1	todo
4	RebelTechnology/RebelTechnology	Midio	62	1	todo
4	RebelTechnology/RebelTechnology	MiniMixer	62	0	todo
4	RebelTechnology/RebelTechnology	MiniPowerAdaptor	62	2	todo
4	RebelTechnology/RebelTechnology	Mix01	62	2	todo
4	RebelTechnology/RebelTechnology	Mix02	62	2	todo
4	RebelTechnology/RebelTechnology	Mix03	62	1	todo
4	RebelTechnology/RebelTechnology	Mix04	62	3	todo
4	RebelTechnology/RebelTechnology	MorphingVCA	62	1	todo
4	RebelTechnology/RebelTechnology	Mussol	62	1	todo
4	RebelTechnology/RebelTechnology	NightLight	62	1	todo
4	RebelTechnology/RebelTechnology	Noctua1	62	1	todo
4	RebelTechnology/RebelTechnology	Noctua2	62	1	todo
4	RebelTechnology/RebelTechnology	OWL	62	3	todo
4	RebelTechnology/RebelTechnology	OWL2	62	1	todo
4	RebelTechnology/RebelTechnology	OledAdapter	62	1	todo
4	RebelTechnology/RebelTechnology	OpenSound	62	2	todo
4	RebelTechnology/RebelTechnology	OwlModular	62	1	todo
4	RebelTechnology/RebelTechnology	OwlPedal	62	6	todo
4	RebelTechnology/RebelTechnology	OwlRack	62	2	todo
4	RebelTechnology/RebelTechnology	PatchBay	62	1	todo
4	RebelTechnology/RebelTechnology	Periscope	62	1	todo
4	RebelTechnology/RebelTechnology	Phoreo	62	1	todo
4	RebelTechnology/RebelTechnology	Porter	62	1	todo
4	RebelTechnology/RebelTechnology	PowerBoard	62	8	todo
4	RebelTechnology/RebelTechnology	Prism	62	3	todo
4	RebelTechnology/RebelTechnology	Processor	62	3	todo
4	RebelTechnology/RebelTechnology	QuadFM	62	1	todo
4	RebelTechnology/RebelTechnology	QuantumEntaglement	62	3	todo
4	RebelTechnology/RebelTechnology	Slices	62	3	todo
4	RebelTechnology/RebelTechnology	Stoicheia	62	1	todo
