tier	repo	module_dir	dirs_in_repo	boards	status
3	DJmerkury/SoundFlask	Bunsen	8	0	done
3	DJmerkury/SoundFlask	CableTester	8	1	done
3	DJmerkury/SoundFlask	Crucible	8	0	done
3	DJmerkury/SoundFlask	DualRectify	8	0	done
3	DJmerkury/SoundFlask	Pipet	8	0	done
3	DJmerkury/SoundFlask	PowerBus	8	0	done
3	DJmerkury/SoundFlask	Ring	8	0	done
3	drChungus/VCSequentialSwitch	.	10	4	done
3	drChungus/VCSequentialSwitch	hardware/_archive	10	2	skip
3	drChungus/VCSequentialSwitch	resources/tinrsTools/CaseBuilder	10	0	skip
3	drChungus/VCSequentialSwitch	resources/tinrsTools/CommandLineTools	10	0	skip
3	drChungus/VCSequentialSwitch	resources/tinrsTools/FrameBuilder	10	0	skip
3	drChungus/VCSequentialSwitch	resources/tinrsTools/Icons	10	0	skip
3	drChungus/VCSequentialSwitch	resources/tinrsTools/Panelizer	10	0	skip
3	drChungus/VCSequentialSwitch	resources/tinrsTools/Project_Utilities	10	0	skip
3	drChungus/VCSequentialSwitch	resources/tinrsTools/QuickRender	10	0	skip
3	drChungus/VCSequentialSwitch	resources/tinrsTools/Viewer	10	0	skip
3	dslamnig/GHOQ	PLLHO	7	0	done
3	dslamnig/GHOQ	PLLHO/board_A_build	7	0	done
3	dslamnig/GHOQ	PLLHO/board_B_build	7	0	done
3	dslamnig/GHOQ	PLLHO/board_C_build	7	0	done
3	dslamnig/GHOQ	PLLHO/board_D_build	7	0	done
3	dslamnig/GHOQ	PLLHO/board_E_build	7	0	done
3	dslamnig/GHOQ	PLLHO/module_build	7	0	done
3	Emute-Lab-Instruments/uSEQ	hardware/uSeqIns1.0	8	1	done
3	Emute-Lab-Instruments/uSEQ	hardware/version0.1	8	0	skip
3	Emute-Lab-Instruments/uSEQ	hardware/version0.2	8	1	skip
3	Emute-Lab-Instruments/uSEQ	hardware/version0.2/fr4panel/fr4panel	8	0	skip
3	Emute-Lab-Instruments/uSEQ	hardware/version0.2/fr4panel/fr4panel/jlcpcb	8	0	skip
3	Emute-Lab-Instruments/uSEQ	hardware/version1.0/fr4panel/fr4panel	8	0	skip
3	Emute-Lab-Instruments/uSEQ	hardware/version1.0/useq1	8	1	done
3	Emute-Lab-Instruments/uSEQ	hardware/version1.0/useq1/gbr	8	0	done
3	gridbugs/briefcase-synth	attenuverter	14	1	done
3	gridbugs/briefcase-synth	clock	14	1	done
3	gridbugs/briefcase-synth	dual-mixer	14	1	done
3	gridbugs/briefcase-synth	envelope-generator	14	1	done
3	gridbugs/briefcase-synth	low-frequency-mixer	14	1	done
3	gridbugs/briefcase-synth	low-pass-filter	14	2	done
3	gridbugs/briefcase-synth	low-pass-filter/simple-self-oscillator	14	1	done
3	gridbugs/briefcase-synth	mixer	14	1	done
3	gridbugs/briefcase-synth	oscillator	14	2	done
3	gridbugs/briefcase-synth	oscillator/simplest-3340-circuit	14	1	done
3	gridbugs/briefcase-synth	power-supply	14	1	done
3	gridbugs/briefcase-synth	quantizer	14	1	done
3	gridbugs/briefcase-synth	reverb	14	1	done
3	gridbugs/briefcase-synth	sample-and-hold	14	1	done
3	hallmar/Eurorack-Modules	Fjöl-v0.5/Hardware	10	1	skip
3	hallmar/Eurorack-Modules	Fjöl-v0.6/Hardware	10	5	done
3	hallmar/Eurorack-Modules	Fjöl-v0.6/Hardware/fjol-backups/fjol-2022-05-10_095220	10	4	done
3	hallmar/Eurorack-Modules	Fjöl-v0.6/Hardware/top-board	10	1	done
3	hallmar/Eurorack-Modules	Jump/hardware	10	1	done
3	hallmar/Eurorack-Modules	MFOS 4ch Stereo Mixer	10	2	done
3	hallmar/Eurorack-Modules	MFOS 4ch Stereo Mixer/hardware	10	2	done
3	hallmar/Eurorack-Modules	Polyg v2/hardware	10	1	done
3	hallmar/Eurorack-Modules	Stereo EQ/hardware	10	1	done
3	hallmar/Eurorack-Modules	Tvinna/Hardware	10	1	done
3	hires/Dintree	D100-Quad_VCA	11	0	done
3	hires/Dintree	D101-Dual_Envelope	11	0	done
3	hires/Dintree	D102-Output_Mixer	11	0	done
3	hires/Dintree	D103-Reverb_Delay	11	0	done
3	hires/Dintree	D104-Four_Vs	11	0	done
3	hires/Dintree	D105-Quad_CV_Proc	11	0	done
3	hires/Dintree	D106-Step_Sequencer	11	0	done
3	hires/Dintree	D107-Slew	11	0	done
3	hires/Dintree	D112-Power_Supply	11	0	done
3	hires/Dintree	D41-Violin_Pre	11	0	skip
3	hires/Dintree	DSupply-Power_Supply	11	0	done
3	jhbruhn/eurorack	bus/hardware_design	7	1	done
3	jhbruhn/eurorack	deprecated/midi2cv/hardware_design	7	1	skip
3	jhbruhn/eurorack	out/hardware_design	7	1	done
3	jhbruhn/eurorack	stereo_mix/hardware_design	7	1	done
3	jhbruhn/eurorack	vca/hardware_design	7	1	done
3	jhbruhn/eurorack	vcf-20/hardware_design	7	1	done
3	jhbruhn/eurorack	vcf-leiter/hardware_design	7	1	done
3	little-scale/eurorack	4000-series	8	4	done
3	little-scale/eurorack	USB_MIDI_12_gate_16_cv_interface	8	1	done
3	little-scale/eurorack	USB_MIDI_Host	8	1	done
3	little-scale/eurorack	chromatic_drum_gate_sync	8	1	done
3	little-scale/eurorack	euroWS2811	8	0	skip
3	little-scale/eurorack	eurocon_board_quad	8	1	skip
3	little-scale/eurorack	exo_sequencer	8	2	done
3	little-scale/eurorack	quad_probability_gate	8	1	done
3	ltrooney/diy-synth	blank_panel_10hp/panel_board	7	0	skip
3	ltrooney/diy-synth	midi-to-cv-converter/circuit_board_v1	7	1	skip
3	ltrooney/diy-synth	midi-to-cv-converter/circuit_board_v2	7	1	done
3	ltrooney/diy-synth	passive-multiple/circuit_board	7	1	done
3	ltrooney/diy-synth	passive-multiple/panel_board	7	0	done
3	ltrooney/diy-synth	sequencer/circuit_board	7	1	done
3	ltrooney/diy-synth	sequencer/panel_board	7	0	done
3	matthewcieplak/super-sixteen	.	7	5	skip
3	matthewcieplak/super-sixteen	kicad-control-board	7	1	done
3	matthewcieplak/super-sixteen	kicad-control-board-smt	7	1	done
3	matthewcieplak/super-sixteen	kicad-control-board-smt/bom-onboard	7	0	done
3	matthewcieplak/super-sixteen	kicad-cpu-board	7	1	skip
3	matthewcieplak/super-sixteen	kicad-cpu-board-smt	7	1	skip
3	matthewcieplak/super-sixteen	kicad-panel	7	0	skip
3	MMImodular/Modules	Attenumults	10	1	done
3	MMImodular/Modules	Cirrus	10	1	done
3	MMImodular/Modules	DDB Power Supply	10	1	done
3	MMImodular/Modules	Octaverter	10	1	done
3	MMImodular/Modules	Passive Attenuator/Quick Fix Mix	10	1	skip
3	MMImodular/Modules	Passive Attenuator/Quick Mix	10	1	done
3	MMImodular/Modules	Planks	10	1	done
3	MMImodular/Modules	Quarks	10	0	skip
3	MMImodular/Modules	Two Nine Five	10	1	done
3	MMImodular/Modules	USBPower	10	1	done
3	musicdevghost/eurorack	Cha Cha - VCLFO	7	0	curated
3	musicdevghost/eurorack	KRA PAO - RESONANT LOW PASS GATE	7	0	curated
3	musicdevghost/eurorack	LEO LEO - MATRIX STAGE PROGRAMMER	7	0	curated
3	musicdevghost/eurorack	Mak Mak - QUAD VCA-ATT-MIXER	7	0	curated
3	musicdevghost/eurorack	SU SU - POWER SUPPLY	7	0	done
3	musicdevghost/eurorack	Sigma - Function Generator	7	0	curated
3	musicdevghost/eurorack	TOM YUM - VCO	7	0	curated
3	mysticcircuits/0HP_Modular	Hardware/0HP 0ttenuator	7	1	done
3	mysticcircuits/0HP_Modular	Hardware/0HP AND Gate	7	1	done
3	mysticcircuits/0HP_Modular	Hardware/0HP EYEtenuator	7	1	done
3	mysticcircuits/0HP_Modular	Hardware/0HP Filter	7	1	done
3	mysticcircuits/0HP_Modular	Hardware/0HP OR Gate	7	1	done
3	mysticcircuits/0HP_Modular	Hardware/0HP Vactrol LPG-VCA	7	1	done
3	mysticcircuits/0HP_Modular	Hardware/EYEtenuator	7	1	skip
3	nanassound/eurorack-nanassound	Mini/V1.0	6	0	skip
3	nanassound/eurorack-nanassound	Mini/V2.0	6	0	skip
3	nanassound/eurorack-nanassound	Mini/V3.0	6	1	done
3	nanassound/eurorack-nanassound	Mini/V3.0/fabrication	6	0	done
3	nanassound/eurorack-nanassound	Rohkem	6	0	done
3	nanassound/eurorack-nanassound	Uksed	6	0	done
3	nickajeglin/Eurorack-pcbs	Buf. Mult	9	1	done
3	nickajeglin/Eurorack-pcbs	Buf. Mult/gerb	9	0	done
3	nickajeglin/Eurorack-pcbs	Mixer	9	3	done
3	nickajeglin/Eurorack-pcbs	Surf Synthesizer	9	1	done
3	nickajeglin/Eurorack-pcbs	Surf Synthesizer/build information	9	0	done
3	nickajeglin/Eurorack-pcbs	VCA	9	1	done
3	nickajeglin/Eurorack-pcbs	VCO	9	1	done
3	nickajeglin/Eurorack-pcbs	analog logic module	9	1	done
3	nickajeglin/Eurorack-pcbs	util_LFO	9	2	done
3	niektb/sluisbrinkie-eurorack-published	Andes/Hardware/andes_10hp	19	1	done
3	niektb/sluisbrinkie-eurorack-published	Andes/Hardware/andes_10hp/backup	19	0	done
3	niektb/sluisbrinkie-eurorack-published	Andes/Hardware/andes_12hp	19	1	done
3	niektb/sluisbrinkie-eurorack-published	Andes/Hardware/andes_8hp	19	3	done
3	niektb/sluisbrinkie-eurorack-published	Andes/Hardware/andes_8hp/Library.pretty/New folder	19	1	done
3	niektb/sluisbrinkie-eurorack-published	Andes/Hardware/andes_8hp/front_pcb	19	1	done
3	niektb/sluisbrinkie-eurorack-published	Eurorack USB-C PD PSU	19	1	done
3	niektb/sluisbrinkie-eurorack-published	Mutable Meta Module/Hardware	19	1	done
3	niektb/sluisbrinkie-eurorack-published	Sluisbrinkie Braun/Hardware/PI_SCOPE	19	1	done
3	niektb/sluisbrinkie-eurorack-published	Sluisbrinkie DIVN/divn	19	1	done
3	niektb/sluisbrinkie-eurorack-published	Sluisbrinkie Herford	19	1	done
3	niektb/sluisbrinkie-eurorack-published	Sluisbrinkie Jacquard/jacquard_frontplate	19	0	skip
3	niektb/sluisbrinkie-eurorack-published	Sluisbrinkie Kirchhoff	19	1	done
3	niektb/sluisbrinkie-eurorack-published	Sluisbrinkie Müller	19	1	todo
3	niektb/sluisbrinkie-eurorack-published	Sluisbrinkie Schmidt	19	0	skip
3	niektb/sluisbrinkie-eurorack-published	Sluisbrinkie Shannon	19	2	done
3	niektb/sluisbrinkie-eurorack-published	Sluisbrinkie Toepler+/Hardware/toepler_plus	19	1	done
3	niektb/sluisbrinkie-eurorack-published	Sluisbrinkie Toepler+/Hardware/toepler_plus_frontpanel	19	0	skip
3	niektb/sluisbrinkie-eurorack-published	Sluisbrinkie Toepler+/Hardware/toepler_plus_frontpcb	19	1	skip
3	PaulStoffregen/O_C_T41	.	9	4	skip
3	PaulStoffregen/O_C_T41	hardware/14HP_panel_and_expanders	9	2	skip
3	PaulStoffregen/O_C_T41	hardware/14HP_panel_and_expanders/14HP_PANEL	9	0	skip
3	PaulStoffregen/O_C_T41	hardware/14HP_panel_and_expanders/2HP_EXP_USB_A	9	1	done
3	PaulStoffregen/O_C_T41	hardware/14HP_panel_and_expanders/2HP_EXP_USB_C	9	1	done
3	PaulStoffregen/O_C_T41	hardware/analog_rev3	9	1	done
3	PaulStoffregen/O_C_T41	hardware/control_rev3	9	1	skip
3	PaulStoffregen/O_C_T41	old_version	9	0	skip
3	PaulStoffregen/O_C_T41	old_version/extra	9	0	skip
3	poetaster/sluisbrinkie-eurorack-published	Andes/Hardware/andes_10hp	17	1	skip
3	poetaster/sluisbrinkie-eurorack-published	Andes/Hardware/andes_10hp/backup	17	0	skip
3	poetaster/sluisbrinkie-eurorack-published	Andes/Hardware/andes_12hp	17	1	skip
3	poetaster/sluisbrinkie-eurorack-published	Andes/Hardware/andes_8hp	17	3	skip
3	poetaster/sluisbrinkie-eurorack-published	Andes/Hardware/andes_8hp/Library.pretty/New folder	17	1	skip
3	poetaster/sluisbrinkie-eurorack-published	Andes/Hardware/andes_8hp/front_pcb	17	1	skip
3	poetaster/sluisbrinkie-eurorack-published	Eurorack USB-C PD PSU	17	1	skip
3	poetaster/sluisbrinkie-eurorack-published	FV1 Module	17	2	skip
3	poetaster/sluisbrinkie-eurorack-published	Mutable Meta Module/Hardware	17	1	skip
3	poetaster/sluisbrinkie-eurorack-published	Sluisbrinkie Braun/Hardware/PI_SCOPE	17	1	skip
3	poetaster/sluisbrinkie-eurorack-published	Sluisbrinkie Herford	17	1	skip
3	poetaster/sluisbrinkie-eurorack-published	Sluisbrinkie Jacquard/jacquard_frontplate	17	0	skip
3	poetaster/sluisbrinkie-eurorack-published	Sluisbrinkie Kirchhoff	17	1	skip
3	poetaster/sluisbrinkie-eurorack-published	Sluisbrinkie Schmidt	17	0	skip
3	poetaster/sluisbrinkie-eurorack-published	Sluisbrinkie Toepler+/Hardware/toepler_plus	17	1	skip
3	poetaster/sluisbrinkie-eurorack-published	Sluisbrinkie Toepler+/Hardware/toepler_plus_frontpanel	17	0	skip
3	poetaster/sluisbrinkie-eurorack-published	Sluisbrinkie Toepler+/Hardware/toepler_plus_frontpcb	17	1	skip
3	QuinnFreedman/modular	.	13	15	skip
3	QuinnFreedman/modular	modules/Biodata	13	1	done
3	QuinnFreedman/modular	modules/Boost	13	1	done
3	QuinnFreedman/modular	modules/Clock	13	2	done
3	QuinnFreedman/modular	modules/Drift	13	1	done
3	QuinnFreedman/modular	modules/Envelope	13	1	done
3	QuinnFreedman/modular	modules/Lights	13	1	done
3	QuinnFreedman/modular	modules/Logic	13	1	done
3	QuinnFreedman/modular	modules/Mixer	13	1	done
3	QuinnFreedman/modular	modules/OffsetAtten	13	1	done
3	QuinnFreedman/modular	modules/Quantizer	13	1	done
3	QuinnFreedman/modular	modules/RNG	13	2	done
3	QuinnFreedman/modular	modules/devboard	13	1	skip
3	rheslip/2HPico-Eurorack-Module-Hardware	.	6	5	skip
3	rheslip/2HPico-Eurorack-Module-Hardware	2HPico DSP KiCad Design Files/Pico 2HP_Audio	6	1	done
3	rheslip/2HPico-Eurorack-Module-Hardware	2HPico KiCad design files	6	2	done
3	rheslip/2HPico-Eurorack-Module-Hardware	2HPico KiCad design files/Pico 2HP Controls	6	1	done
3	rheslip/2HPico-Eurorack-Module-Hardware	4HPico DSP KiCad design files	6	1	done
3	rheslip/2HPico-Eurorack-Module-Hardware	4HPico KiCad design files	6	1	done
3	Schreibmaschine-Berlin/eurorack	1U Atari Punk	8	1	done
3	Schreibmaschine-Berlin/eurorack	3Voice_Synth	8	1	done
3	Schreibmaschine-Berlin/eurorack	4UBenjolin_Kicad	8	1	skip
3	Schreibmaschine-Berlin/eurorack	GuitarControl	8	1	skip
3	Schreibmaschine-Berlin/eurorack	LearningCircuits/A150Switch	8	1	done
3	Schreibmaschine-Berlin/eurorack	MegaLogic	8	1	done
3	Schreibmaschine-Berlin/eurorack	Most_Logic	8	1	done
3	Schreibmaschine-Berlin/eurorack	SemitoneVoltageAdder	8	1	done
3	shmoergh/moduleur	accessories/multiples-attenuator	19	1	done
3	shmoergh/moduleur	enclosure	19	6	skip
3	shmoergh/moduleur	enclosure/fr4	19	6	skip
3	shmoergh/moduleur	enclosure/fr4/02-back	19	1	skip
3	shmoergh/moduleur	enclosure/fr4/03-side-left	19	1	skip
3	shmoergh/moduleur	enclosure/fr4/04-side-right	19	1	skip
3	shmoergh/moduleur	enclosure/fr4/bosch-rail-sides/bosch-side-left	19	1	skip
3	shmoergh/moduleur	enclosure/fr4/bosch-rail-sides/bosch-side-right	19	1	skip
3	shmoergh/moduleur	modules/01-psu	19	1	done
3	shmoergh/moduleur	modules/01-psu/supplementary/eurorack-psu	19	1	done
3	shmoergh/moduleur	modules/02-vco	19	2	done
3	shmoergh/moduleur	modules/03-sidechain-mixer	19	2	done
3	shmoergh/moduleur	modules/04-vcf	19	2	done
3	shmoergh/moduleur	modules/05-adsr-vca	19	2	done
3	shmoergh/moduleur	modules/06-utils-output	19	4	done
3	shmoergh/moduleur	modules/06-utils-output/experimental/ui-l+r-out	19	3	done
3	shmoergh/moduleur	modules/06-utils-output/experimental/ui-l+r-out/sheets	19	0	done
3	shmoergh/moduleur	modules/07-brain	19	2	done
3	shmoergh/moduleur	modules/08-default-patch	19	1	skip
3	Thorinair/Avalon-Harmonics	Modules/AxB	20	2	done
3	Thorinair/Avalon-Harmonics	Modules/CVMod4	20	1	done
3	Thorinair/Avalon-Harmonics	Modules/CVMod8	20	1	done
3	Thorinair/Avalon-Harmonics	Modules/CVMod8_V2	20	3	done
3	Thorinair/Avalon-Harmonics	Modules/CVModH	20	1	done
3	Thorinair/Avalon-Harmonics	Modules/KickAid	20	2	done
3	Thorinair/Avalon-Harmonics	Modules/LOGx	20	2	done
3	Thorinair/Avalon-Harmonics	Modules/MiX	20	2	done
3	Thorinair/Avalon-Harmonics	Modules/MiniDJ	20	2	done
3	Thorinair/Avalon-Harmonics	Modules/Nucleus	20	2	done
3	Thorinair/Avalon-Harmonics	Modules/PanVCA	20	1	done
3	Thorinair/Avalon-Harmonics	Modules/Puff	20	1	done
3	Thorinair/Avalon-Harmonics	Modules/Pulse	20	2	done
3	Thorinair/Avalon-Harmonics	Modules/R&F	20	2	done
3	Thorinair/Avalon-Harmonics	Modules/S&S	20	3	done
3	Thorinair/Avalon-Harmonics	Modules/VU	20	3	done
3	Thorinair/Avalon-Harmonics	Modules/WF	20	2	done
3	Thorinair/Avalon-Harmonics	Modules/X2	20	1	done
3	Thorinair/Avalon-Harmonics	Modules/iVCA	20	2	done
3	Thorinair/Avalon-Harmonics	Modules/kNOT	20	2	done
3	vauxflores/Electronics	CascaMesa	20	1	todo
3	vauxflores/Electronics	Eurorack/24	20	1	todo
3	vauxflores/Electronics	Eurorack/Dual VCA	20	0	done
3	vauxflores/Electronics	Eurorack/Duber/Revision	20	1	done
3	vauxflores/Electronics	Eurorack/Duber/Version 1	20	1	skip
3	vauxflores/Electronics	Eurorack/Fabrica	20	1	done
3	vauxflores/Electronics	Eurorack/GS	20	1	todo
3	vauxflores/Electronics	Eurorack/Menu de Secreciones	20	1	todo
3	vauxflores/Electronics	Eurorack/Ordovician Restraint	20	1	todo
3	vauxflores/Electronics	Eurorack/Power	20	1	done
3	vauxflores/Electronics	Eurorack/Resistance Mixer	20	1	done
3	vauxflores/Electronics	Eyecillator	20	1	done
3	vauxflores/Electronics	Eyetron	20	1	todo
3	vauxflores/Electronics	XimeTron/XT-01_Power	20	1	done
3	vauxflores/Electronics	XimeTron/XT-02_Eyecillator	20	2	done
3	vauxflores/Electronics	XimeTron/XT-02_Eyecillator/Stand-alone Eyecillator	20	1	done
3	vauxflores/Electronics	XimeTron/XT-03_Bit Reducer	20	2	done
3	vauxflores/Electronics	XimeTron/XT-03_Bit Reducer/Stand-alone Bit Reducer	20	1	done
3	vauxflores/Electronics	XimeTron/XT-08_Attenuators	20	1	done
3	vauxflores/Electronics	XimeTron/XT-09_Gold Standard	20	1	todo
3	wntrblm/Castor_and_Pollux	.	7	4	done
3	wntrblm/Castor_and_Pollux	hardware/expander	7	1	todo
3	wntrblm/Castor_and_Pollux	hardware/expander-faceplate	7	0	skip
3	wntrblm/Castor_and_Pollux	hardware/faceplate-1	7	0	skip
3	wntrblm/Castor_and_Pollux	hardware/faceplate-2	7	0	skip
3	wntrblm/Castor_and_Pollux	hardware/hubble-lens	7	1	skip
3	wntrblm/Castor_and_Pollux	hardware/interposer	7	1	skip
3	wntrblm/Sol	hardware/beta	6	1	skip
3	wntrblm/Sol	hardware/breakouts/dac-breakout-ad5689	6	1	skip
3	wntrblm/Sol	hardware/breakouts/precision-dac-cv-scaler	6	1	skip
3	wntrblm/Sol	hardware/rev1	6	3	done
3	wntrblm/Sol	hardware/rev1/jackboard	6	1	done
3	wntrblm/Sol	hardware/rev1/programming-board	6	1	done
4	AidanTek/ElectricNoodleBox	ModularSeries/DCModuleSplitSupply	29	1	done
4	AidanTek/ElectricNoodleBox	ModularSeries/EndingsACMixOutput	29	2	done
4	AidanTek/ElectricNoodleBox	ModularSeries/EndingsACMixOutput/Controls	29	1	done
4	AidanTek/ElectricNoodleBox	ModularSeries/FieldsRingModulator	29	2	done
4	AidanTek/ElectricNoodleBox	ModularSeries/FieldsRingModulator/Controls	29	1	done
4	AidanTek/ElectricNoodleBox	ModularSeries/FormulaWaveDistortion	29	5	done
4	AidanTek/ElectricNoodleBox	ModularSeries/FormulaWaveDistortion/Controls	29	1	done
4	AidanTek/ElectricNoodleBox	ModularSeries/FormulaWaveDistortion/OldVersions	29	3	done
4	AidanTek/ElectricNoodleBox	ModularSeries/FormulaWaveDistortion/OldVersions/Controls	29	1	done
4	AidanTek/ElectricNoodleBox	ModularSeries/KnivesDualLoopingARFG	29	2	done
4	AidanTek/ElectricNoodleBox	ModularSeries/KnivesDualLoopingARFG/Controls	29	1	done
4	AidanTek/ElectricNoodleBox	ModularSeries/Llethrau	29	2	done
4	AidanTek/ElectricNoodleBox	ModularSeries/Llethrau/Controls	29	1	done
4	AidanTek/ElectricNoodleBox	ModularSeries/MirrorsDualAttenuverter	29	2	done
4	AidanTek/ElectricNoodleBox	ModularSeries/MirrorsDualAttenuverter/Controls	29	1	done
4	AidanTek/ElectricNoodleBox	ModularSeries/PortalsDualExpVCA	29	2	done
4	AidanTek/ElectricNoodleBox	ModularSeries/PortalsDualExpVCA/Controls	29	1	done
4	AidanTek/ElectricNoodleBox	ModularSeries/PrismTricoreVCO	29	2	done
4	AidanTek/ElectricNoodleBox	ModularSeries/PrismTricoreVCO/Controls	29	1	done
4	AidanTek/ElectricNoodleBox	ModularSeries/SaltwatersVCEcho	29	2	done
4	AidanTek/ElectricNoodleBox	ModularSeries/SaltwatersVCEcho/Controls	29	1	done
4	AidanTek/ElectricNoodleBox	ModularSeries/TheLeftHandPathFoC	29	2	done
4	AidanTek/ElectricNoodleBox	ModularSeries/TheLeftHandPathFoC/Controls	29	1	done
4	AidanTek/ElectricNoodleBox	ModularSeries/TheRightHandPathSVG	29	3	done
4	AidanTek/ElectricNoodleBox	ModularSeries/TheRightHandPathSVG/Controls	29	2	done
4	AidanTek/ElectricNoodleBox	ModularSeries/TimeSeedsVPClock	29	2	done
4	AidanTek/ElectricNoodleBox	ModularSeries/TimeSeedsVPClock/Controls	29	1	done
4	AidanTek/ElectricNoodleBox	ModularSeries/TransientsVCFG	29	2	done
4	AidanTek/ElectricNoodleBox	ModularSeries/TransientsVCFG/Controls	29	1	done
4	BruteClaw/Analog-Synth	Face_Plates	60	1	skip
4	BruteClaw/Analog-Synth	Surface Mount Designes/ADSR_Envelope	60	1	done
4	BruteClaw/Analog-Synth	Surface Mount Designes/LFO	60	1	done
4	BruteClaw/Analog-Synth	Surface Mount Designes/Logic_Gates/AND	60	1	done
4	BruteClaw/Analog-Synth	Surface Mount Designes/Logic_Gates/NAND	60	1	done
4	BruteClaw/Analog-Synth	Surface Mount Designes/Logic_Gates/NOR	60	1	done
4	BruteClaw/Analog-Synth	Surface Mount Designes/Logic_Gates/NOT	60	1	done
4	BruteClaw/Analog-Synth	Surface Mount Designes/Logic_Gates/OR	60	1	done
4	BruteClaw/Analog-Synth	Surface Mount Designes/Logic_Gates/XOR	60	1	done
4	BruteClaw/Analog-Synth	Surface Mount Designes/Noise_Gen	60	1	done
4	BruteClaw/Analog-Synth	Surface Mount Designes/Notch_Filter	60	1	done
4	BruteClaw/Analog-Synth	Surface Mount Designes/Patch_Bay	60	1	done
4	BruteClaw/Analog-Synth	Surface Mount Designes/Power_Distribution	60	1	done
4	BruteClaw/Analog-Synth	Surface Mount Designes/Power_Supply	60	1	done
4	BruteClaw/Analog-Synth	Surface Mount Designes/VCF	60	1	done
4	BruteClaw/Analog-Synth	Through Hole Designs/ADSR_Envelope_THT	60	1	done
4	BruteClaw/Analog-Synth	Through Hole Designs/LFO_THT	60	1	done
4	BruteClaw/Analog-Synth	Through Hole Designs/Logic_Gates_THT/AND_THT	60	1	done
4	BruteClaw/Analog-Synth	Through Hole Designs/Logic_Gates_THT/NAND_THT	60	1	done
4	BruteClaw/Analog-Synth	Through Hole Designs/Logic_Gates_THT/NOR_THT	60	1	done
4	BruteClaw/Analog-Synth	Through Hole Designs/Logic_Gates_THT/NOT_THT	60	1	done
4	BruteClaw/Analog-Synth	Through Hole Designs/Logic_Gates_THT/OR_THT	60	1	done
4	BruteClaw/Analog-Synth	Through Hole Designs/Logic_Gates_THT/XOR_THT	60	1	done
4	BruteClaw/Analog-Synth	Through Hole Designs/Noise_Gen_THT	60	1	done
4	BruteClaw/Analog-Synth	Through Hole Designs/Notch_Filter_THT	60	1	done
4	BruteClaw/Analog-Synth	Through Hole Designs/Patch_Bay	60	1	skip
4	BruteClaw/Analog-Synth	Through Hole Designs/Power_Distribution_THT	60	1	done
4	BruteClaw/Analog-Synth	Through Hole Designs/Power_Supply_THT	60	1	done
4	BruteClaw/Analog-Synth	Through Hole Designs/VCF_THT	60	1	done
4	BruteClaw/Analog-Synth	Unfinished Designs/Chorus	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Comb_Filter	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Delay	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Distortion	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Drums/Bass	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Drums/Clap	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Drums/Claves	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Drums/Closed_Hi_Hat	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Drums/Cow_Bells	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Drums/Cymbals	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Drums/High_Conga	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Drums/High_Tom	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Drums/Low_Conga	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Drums/Low_Tom	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Drums/Maraca	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Drums/Mid_Conga	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Drums/Mid_Tom	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Drums/Open_Hi_Hat	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Drums/RimShot	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Drums/Snare	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Echo	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Keyboard	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Ladder_Filter	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Mixer	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Phase_Shifter	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Reverb	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Ring_Modulator	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Sequencer	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/Splitters	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/VCA	60	1	todo
4	BruteClaw/Analog-Synth	Unfinished Designs/VCO	60	1	todo
4	bummbummgarage/bummbummgarage.github.io	modules/and toggle	41	0	done
4	bummbummgarage/bummbummgarage.github.io	modules/chord-organ-0.1	41	0	done
